timestamp,id,Temperature (degC),Humidity (%),Wind Speed (m/s),Wind Direction (deg),Pressure (hPa),PeopleCount(p),PeoplePerArea(p/m2),LightingPower(W),LightingPowerIntensity(W/m2),EquipmentLoad(W),EquipmentPowerIntensity(W/m2),VentilationRate (m3/s),ACH,CarbonEmissions(lb-co2/h),CarbonEmissions(kg-co2/h)
2022-10-01 01:40:00,21,8.561,76.136,0.93,92.906,960.354,4.028,0.014,299.851,1.022,85.243,0.346,0.187,0.694,1.55,0.7030676
2022-10-01 01:45:00,22,9.988,77.507,0.927,93.01,1032.623,3.849,0.017,266.739,1.114,81.507,0.284,0.157,0.7,1.427,0.647275784
2022-10-01 01:50:00,23,10.329,75.785,1.275,80.955,989.27,3.675,0.016,296.85,1.2,71.186,0.324,0.172,0.757,1.915,0.86862868
2022-10-01 01:55:00,24,7.615,79.35,0.997,82.223,934.957,4.264,0.015,303.565,1.328,71.455,0.307,0.169,0.65,2.13,0.9661509599999999
2022-10-01 02:00:00,25,8.5,82.0,1.0,92.0,1020.0,0.0,0.0,0.0,0.0,77.4,0.299,0.13,0.496,1.762,0.799229104
2022-10-01 02:05:00,26,8.349,90.345,1.152,113.559,1125.411,0.0,0.0,0.0,0.0,79.983,0.355,0.119,0.488,1.541,0.6989852719999999
2022-10-01 02:10:00,27,7.844,83.497,1.089,87.597,1068.193,0.0,0.0,0.0,0.0,75.588,0.336,0.145,0.496,1.585,0.7189433199999999
2022-10-01 02:15:00,28,9.794,75.461,0.917,84.735,1048.661,0.0,0.0,0.0,0.0,66.977,0.286,0.135,0.494,1.697,0.769745624
2022-10-01 02:20:00,29,8.15,77.901,0.819,90.253,1003.979,0.0,0.0,0.0,0.0,76.976,0.298,0.108,0.524,1.642,0.7447980639999999
2022-10-01 02:25:00,30,9.147,85.61,0.982,105.269,876.66,0.0,0.0,0.0,0.0,75.839,0.264,0.137,0.577,1.722,0.781085424
2022-10-01 02:30:00,31,6.945,79.79,1.05,76.849,965.481,0.0,0.0,0.0,0.0,81.391,0.313,0.123,0.514,1.514,0.686738288
2022-10-01 02:35:00,32,8.22,82.231,0.791,96.008,1087.534,0.0,0.0,0.0,0.0,86.506,0.312,0.119,0.546,1.84,0.83460928
2022-10-01 02:40:00,33,6.805,75.534,1.142,87.076,1091.404,0.0,0.0,0.0,0.0,88.087,0.249,0.139,0.561,1.909,0.865907128
2022-10-01 02:45:00,34,7.988,81.669,1.067,103.366,1162.889,0.0,0.0,0.0,0.0,83.802,0.339,0.122,0.442,2.138,0.9697796959999999
2022-10-01 02:50:00,35,9.536,90.077,1.134,78.624,1047.063,0.0,0.0,0.0,0.0,89.632,0.278,0.144,0.449,1.759,0.797868328
2022-10-01 02:55:00,36,9.04,81.436,0.813,88.572,961.871,0.0,0.0,0.0,0.0,87.043,0.294,0.126,0.439,1.88,0.8527529599999999
2022-10-01 03:00:00,37,8.67,80.0,1.0,78.0,1021.0,0.0,0.0,0.0,0.0,77.4,0.299,0.13,0.496,1.762,0.799229104
2022-10-01 03:05:00,38,8.521,75.405,0.804,77.401,964.199,0.0,0.0,0.0,0.0,83.645,0.252,0.128,0.525,1.912,0.867267904
2022-10-01 03:10:00,39,8.436,72.99,1.092,82.963,1028.566,0.0,0.0,0.0,0.0,78.924,0.281,0.131,0.476,1.706,0.773827952
2022-10-01 03:15:00,40,9.337,87.038,1.125,80.002,1130.843,0.0,0.0,0.0,0.0,84.984,0.345,0.125,0.421,1.812,0.821908704
2022-10-01 03:20:00,41,9.173,84.926,0.709,70.989,740.658,0.0,0.0,0.0,0.0,78.087,0.308,0.142,0.538,1.733,0.786074936
2022-10-01 03:25:00,42,8.65,76.909,0.898,72.952,1171.204,0.0,0.0,0.0,0.0,67.547,0.313,0.121,0.476,1.758,0.797414736
2022-10-01 03:30:00,43,8.66,89.578,1.018,92.701,925.389,0.0,0.0,0.0,0.0,87.685,0.35,0.131,0.486,1.774,0.804672208
2022-10-01 03:35:00,44,9.066,82.816,1.121,72.581,960.085,0.0,0.0,0.0,0.0,87.879,0.29,0.139,0.489,1.931,0.875886152
2022-10-01 03:40:00,45,9.697,83.897,1.001,91.721,989.774,0.0,0.0,0.0,0.0,77.891,0.317,0.127,0.468,1.869,0.847763448
2022-10-01 03:45:00,46,8.297,77.716,1.036,80.577,1042.554,0.0,0.0,0.0,0.0,77.769,0.327,0.118,0.473,1.492,0.676759264
2022-10-01 03:50:00,47,7.428,79.89,0.923,78.052,1244.159,0.0,0.0,0.0,0.0,60.532,0.313,0.133,0.461,1.642,0.7447980639999999
2022-10-01 03:55:00,48,8.719,84.228,1.151,86.509,1035.226,0.0,0.0,0.0,0.0,84.079,0.308,0.126,0.415,1.645,0.74615884
2022-10-01 04:00:00,49,8.56,80.0,1.0,83.0,1021.0,0.0,0.0,0.0,0.0,77.4,0.299,0.13,0.496,1.762,0.799229104
2022-10-01 04:05:00,50,9.609,85.931,0.963,87.653,1140.067,0.0,0.0,0.0,0.0,88.295,0.308,0.098,0.433,1.585,0.7189433199999999
2022-10-01 04:10:00,51,8.496,107.111,1.123,86.752,925.677,0.0,0.0,0.0,0.0,70.699,0.306,0.128,0.488,1.88,0.8527529599999999
2022-10-01 04:15:00,52,8.426,77.132,0.967,81.897,1024.658,0.0,0.0,0.0,0.0,81.387,0.28,0.127,0.4,1.469,0.6663266480000001
2022-10-01 04:20:00,53,9.428,88.594,1.012,101.529,948.31,0.0,0.0,0.0,0.0,74.758,0.305,0.14,0.565,1.661,0.753416312
2022-10-01 04:25:00,54,7.698,86.818,0.991,100.675,1032.16,0.0,0.0,0.0,0.0,80.274,0.298,0.119,0.47,1.573,0.713500216
2022-10-01 04:30:00,55,7.341,83.238,1.139,85.05,816.554,0.0,0.0,0.0,0.0,71.731,0.363,0.111,0.471,1.629,0.738901368
2022-10-01 04:35:00,56,7.591,73.421,1.194,93.35,1106.548,0.0,0.0,0.0,0.0,67.503,0.318,0.121,0.458,1.798,0.815558416
2022-10-01 04:40:00,57,8.363,80.891,1.204,81.33,1005.525,0.0,0.0,0.0,0.0,75.931,0.343,0.128,0.523,1.814,0.822815888
2022-10-01 04:45:00,58,9.707,76.508,0.978,76.567,964.627,0.0,0.0,0.0,0.0,73.947,0.301,0.129,0.434,1.843,0.835970056
2022-10-01 04:50:00,59,8.92,78.139,0.82,73.043,1126.387,0.0,0.0,0.0,0.0,82.014,0.282,0.13,0.473,1.748,0.792878816
2022-10-01 04:55:00,60,7.853,78.968,1.058,88.031,1017.901,0.0,0.0,0.0,0.0,89.553,0.302,0.157,0.576,1.78,0.80739376
2022-10-01 05:00:00,61,8.39,80.0,1.0,77.0,1022.0,0.0,0.0,0.0,0.0,77.4,0.299,0.13,0.496,1.762,0.799229104
2022-10-01 05:05:00,62,8.46,83.134,0.995,77.721,1082.769,0.0,0.0,0.0,0.0,92.962,0.311,0.139,0.466,1.739,0.788796488
2022-10-01 05:10:00,63,8.761,74.093,1.054,79.885,944.079,0.0,0.0,0.0,0.0,81.961,0.293,0.139,0.604,1.649,0.747973208
2022-10-01 05:15:00,64,8.268,86.591,1.216,71.436,996.723,0.0,0.0,0.0,0.0,77.214,0.267,0.136,0.494,1.777,0.8060329839999999
2022-10-01 05:20:00,65,8.622,91.495,0.824,79.094,902.282,0.0,0.0,0.0,0.0,81.187,0.314,0.133,0.439,1.647,0.747066024
2022-10-01 05:25:00,66,9.954,85.655,1.075,93.065,885.092,0.0,0.0,0.0,0.0,79.093,0.357,0.125,0.411,1.932,0.8763397439999999
2022-10-01 05:30:00,67,7.57,73.7,0.946,73.381,1037.494,0.0,0.0,0.0,0.0,78.306,0.283,0.134,0.509,1.942,0.880875664
2022-10-01 05:35:00,68,7.897,82.545,1.055,65.303,1007.071,0.0,0.0,0.0,0.0,86.625,0.274,0.139,0.38,1.874,0.850031408
2022-10-01 05:40:00,69,7.494,85.382,1.163,67.252,929.854,0.0,0.0,0.0,0.0,60.277,0.278,0.116,0.492,1.89,0.8572888799999999
2022-10-01 05:45:00,70,9.209,95.631,0.95,79.323,990.197,0.0,0.0,0.0,0.0,63.036,0.343,0.136,0.433,1.937,0.878607704
2022-10-01 05:50:00,71,7.378,86.104,1.094,85.252,956.496,0.0,0.0,0.0,0.0,64.734,0.337,0.117,0.524,2.134,0.9679653279999999
2022-10-01 05:55:00,72,9.24,66.709,0.905,58.688,1080.701,0.0,0.0,0.0,0.0,80.7,0.287,0.135,0.385,1.635,0.74162292
2022-10-01 06:00:00,73,9.06,76.0,1.0,75.0,1022.0,0.0,0.0,0.0,0.0,77.4,0.299,0.13,0.496,1.762,0.799229104
2022-10-01 06:05:00,74,8.641,70.584,1.002,78.312,1044.005,0.0,0.0,0.0,0.0,72.682,0.337,0.137,0.485,1.713,0.7770030960000001
2022-10-01 06:10:00,75,9.286,75.693,0.997,78.173,997.319,0.0,0.0,0.0,0.0,75.908,0.33,0.123,0.507,1.732,0.7856213439999999
2022-10-01 06:15:00,76,8.47,71.277,0.954,72.398,1176.529,0.0,0.0,0.0,0.0,71.7,0.314,0.127,0.539,1.779,0.8069401679999999
2022-10-01 06:20:00,77,8.731,79.498,0.907,80.949,774.261,0.0,0.0,0.0,0.0,81.358,0.329,0.134,0.463,1.948,0.883597216
2022-10-01 06:25:00,78,8.399,84.55,0.979,72.76,864.93,0.0,0.0,0.0,0.0,70.374,0.321,0.118,0.515,1.831,0.8305269519999999
2022-10-01 06:30:00,79,8.794,69.733,0.9,72.693,800.856,0.0,0.0,0.0,0.0,68.817,0.302,0.115,0.537,1.93,0.8754325599999999
2022-10-01 06:35:00,80,8.729,78.042,0.936,83.507,1012.265,0.0,0.0,0.0,0.0,80.734,0.274,0.134,0.491,1.919,0.870443048
2022-10-01 06:40:00,81,7.444,80.654,0.95,78.414,1046.926,0.0,0.0,0.0,0.0,74.69,0.31,0.126,0.435,1.627,0.7379941839999999
2022-10-01 06:45:00,82,9.445,77.423,1.081,82.207,957.653,0.0,0.0,0.0,0.0,82.611,0.333,0.121,0.518,1.653,0.749787576
2022-10-01 06:50:00,83,9.112,84.626,0.863,84.597,1162.675,0.0,0.0,0.0,0.0,67.835,0.323,0.126,0.51,1.748,0.792878816
2022-10-01 06:55:00,84,9.407,81.739,0.964,74.921,1014.565,0.0,0.0,0.0,0.0,64.649,0.314,0.119,0.383,1.954,0.886318768
2022-10-01 07:00:00,85,11.67,67.0,1.0,75.0,1023.0,5.0,0.019,300.0,1.16,82.4,0.319,0.201,0.765,1.935,0.87770052
2022-10-01 07:05:00,86,11.645,73.331,1.031,74.574,988.501,4.553,0.02,308.866,1.231,84.049,0.309,0.247,0.727,1.937,0.878607704
2022-10-01 07:10:00,87,13.356,70.679,1.061,79.181,1107.877,5.335,0.021,290.036,0.958,87.274,0.336,0.203,0.755,1.784,0.809208128
2022-10-01 07:15:00,88,12.552,60.847,0.963,69.262,1014.822,4.495,0.017,319.426,1.091,91.456,0.308,0.197,0.787,1.532,0.694902944
2022-10-01 07:20:00,89,11.545,69.473,0.949,69.377,1104.075,4.494,0.019,372.155,1.304,74.176,0.386,0.212,0.802,1.855,0.84141316
2022-10-01 07:25:00,90,12.789,60.777,0.949,68.532,1071.563,4.649,0.018,325.564,1.075,85.167,0.251,0.194,0.777,1.916,0.869082272
2022-10-01 07:30:00,91,11.086,57.462,0.964,75.842,1072.392,4.383,0.019,315.178,1.134,72.906,0.369,0.2,0.668,1.889,0.856835288
2022-10-01 07:35:00,92,11.159,70.053,1.126,76.801,1006.437,4.404,0.019,316.75,0.995,90.334,0.314,0.196,0.843,2.049,0.929410008
2022-10-01 07:40:00,93,9.854,72.162,1.078,70.391,1164.655,4.876,0.019,268.417,1.182,72.682,0.304,0.198,0.889,2.022,0.9171630239999999
2022-10-01 07:45:00,94,12.027,62.78,0.822,71.586,1020.65,5.107,0.021,283.724,1.215,71.264,0.294,0.215,0.737,1.992,0.903555264
2022-10-01 07:50:00,95,12.205,69.239,1.049,72.604,904.571,3.459,0.023,353.305,1.307,71.388,0.348,0.206,0.756,1.832,0.830980544
2022-10-01 07:55:00,96,11.275,58.824,1.116,71.283,1191.131,6.062,0.019,336.145,1.027,85.937,0.349,0.191,0.735,2.042,0.9262348639999999
2022-10-01 08:00:00,97,15.22,56.0,3.0,87.0,1023.0,4.0,0.015,300.0,1.16,81.4,0.315,0.186,0.711,1.923,0.8722574160000001
2022-10-01 08:05:00,98,14.11,53.838,3.057,104.516,963.712,3.995,0.017,325.046,1.058,87.406,0.334,0.201,0.816,1.529,0.6935421679999999
2022-10-01 08:10:00,99,16.978,67.632,3.291,80.568,1154.692,4.164,0.012,218.083,1.205,103.294,0.303,0.188,0.688,1.929,0.874978968
2022-10-01 08:15:00,100,12.93,58.198,3.598,88.456,1061.534,4.837,0.015,348.916,1.072,86.413,0.315,0.193,0.769,2.056,0.932585152
2022-10-01 08:20:00,101,15.598,52.749,2.663,99.593,1165.822,4.443,0.016,308.631,1.208,86.507,0.37,0.203,0.758,1.845,0.83687724
2022-10-01 08:25:00,102,16.894,68.875,3.164,77.538,1108.218,4.41,0.012,275.825,1.193,73.783,0.322,0.201,0.801,1.932,0.8763397439999999
2022-10-01 08:30:00,103,15.76,66.37,3.334,79.887,1017.666,3.88,0.015,312.818,1.305,85.914,0.34,0.207,0.738,2.315,1.05006548
2022-10-01 08:35:00,104,16.152,51.171,3.033,83.129,1011.565,4.493,0.015,279.606,1.082,74.805,0.312,0.195,0.712,1.725,0.7824462
2022-10-01 08:40:00,105,14.557,46.028,3.074,84.825,1125.854,4.615,0.017,320.995,1.183,72.049,0.321,0.174,0.654,1.893,0.858649656
2022-10-01 08:45:00,106,16.74,50.726,2.915,88.69,958.478,4.071,0.016,308.732,1.266,89.864,0.33,0.152,0.719,1.571,0.712593032
2022-10-01 08:50:00,107,13.824,53.765,2.919,91.261,1020.995,3.728,0.017,340.131,1.462,80.254,0.307,0.208,0.8,1.794,0.813744048
2022-10-01 08:55:00,108,14.948,60.474,2.924,80.463,1142.612,4.625,0.017,319.447,1.058,82.284,0.32,0.193,0.659,2.262,1.026025104
2022-10-01 09:00:00,109,18.22,45.0,3.0,69.0,1023.0,0.0,0.0,0.0,0.0,77.4,0.299,0.13,0.496,1.762,0.799229104
2022-10-01 09:05:00,110,17.966,38.328,3.436,65.594,1043.863,0.0,0.0,0.0,0.0,73.636,0.304,0.131,0.483,2.137,0.969326104
2022-10-01 09:10:00,111,17.479,47.453,2.878,57.418,1010.678,0.0,0.0,0.0,0.0,73.72,0.323,0.12,0.468,1.86,0.8436811200000001
2022-10-01 09:15:00,112,18.882,47.095,2.932,68.155,975.213,0.0,0.0,0.0,0.0,76.557,0.255,0.129,0.584,2.043,0.926688456
2022-10-01 09:20:00,113,13.656,39.135,4.049,78.338,1160.269,0.0,0.0,0.0,0.0,78.273,0.284,0.122,0.541,2.111,0.9575327120000001
2022-10-01 09:25:00,114,19.807,44.835,3.187,68.9,972.153,0.0,0.0,0.0,0.0,89.247,0.338,0.166,0.522,1.592,0.722118464
2022-10-01 09:30:00,115,16.024,39.596,3.321,70.326,844.604,0.0,0.0,0.0,0.0,52.003,0.329,0.123,0.473,1.669,0.757045048
2022-10-01 09:35:00,116,17.357,53.785,3.062,67.069,1075.732,0.0,0.0,0.0,0.0,83.93,0.29,0.131,0.513,1.641,0.744344472
2022-10-01 09:40:00,117,18.409,44.941,2.739,66.699,1067.269,0.0,0.0,0.0,0.0,78.227,0.295,0.121,0.503,1.86,0.8436811200000001
2022-10-01 09:45:00,118,21.254,36.137,3.237,74.155,961.098,0.0,0.0,0.0,0.0,66.04,0.339,0.145,0.552,1.684,0.7638489279999999
2022-10-01 09:50:00,119,18.546,39.992,3.244,64.682,1149.052,0.0,0.0,0.0,0.0,64.884,0.28,0.136,0.564,1.736,0.787435712
2022-10-01 09:55:00,120,17.889,47.958,2.455,72.134,719.152,0.0,0.0,0.0,0.0,61.655,0.307,0.144,0.514,1.891,0.857742472
2022-10-01 10:00:00,121,20.0,40.0,4.0,62.0,1023.0,0.0,0.0,0.0,0.0,77.4,0.299,0.13,0.496,1.762,0.799229104
2022-10-01 10:05:00,122,18.137,39.115,3.785,60.197,968.758,0.0,0.0,0.0,0.0,70.941,0.31,0.102,0.507,1.489,0.675398488
2022-10-01 10:10:00,123,17.997,37.044,4.265,72.596,1018.227,0.0,0.0,0.0,0.0,76.486,0.278,0.111,0.507,1.48,0.6713161599999999
2022-10-01 10:15:00,124,17.322,35.299,4.232,65.647,1113.106,0.0,0.0,0.0,0.0,74.924,0.252,0.115,0.474,1.717,0.7788174640000001
2022-10-01 10:20:00,125,17.642,46.914,4.716,58.848,936.248,0.0,0.0,0.0,0.0,47.539,0.303,0.129,0.518,1.616,0.7330046720000001
2022-10-01 10:25:00,126,22.804,41.621,3.437,51.183,1060.197,0.0,0.0,0.0,0.0,86.241,0.288,0.15,0.548,1.566,0.7103250720000001
2022-10-01 10:30:00,127,22.24,33.648,4.264,69.278,1078.146,0.0,0.0,0.0,0.0,76.217,0.251,0.128,0.484,1.511,0.685377512
2022-10-01 10:35:00,128,18.595,36.946,4.702,61.593,1150.263,0.0,0.0,0.0,0.0,77.973,0.267,0.118,0.567,1.851,0.839598792
2022-10-01 10:40:00,129,23.116,45.432,4.086,64.037,917.082,0.0,0.0,0.0,0.0,69.715,0.282,0.122,0.522,1.906,0.864546352
2022-10-01 10:45:00,130,17.123,35.165,3.954,67.839,1121.967,0.0,0.0,0.0,0.0,90.702,0.353,0.129,0.55,1.683,0.763395336
2022-10-01 10:50:00,131,22.988,38.758,3.839,62.178,957.081,0.0,0.0,0.0,0.0,91.052,0.335,0.112,0.497,1.868,0.8473098560000001
2022-10-01 10:55:00,132,20.212,41.149,4.364,57.916,908.395,0.0,0.0,0.0,0.0,82.355,0.263,0.131,0.562,1.875,0.8504849999999999
2022-10-01 11:00:00,133,21.17,36.0,5.0,79.0,1023.0,0.0,0.0,0.0,0.0,77.4,0.299,0.13,0.496,1.762,0.799229104
2022-10-01 11:05:00,134,19.492,34.958,5.137,71.073,1082.691,0.0,0.0,0.0,0.0,75.35,0.3,0.122,0.413,1.694,0.768384848
2022-10-01 11:10:00,135,20.859,38.007,5.193,62.122,1102.116,0.0,0.0,0.0,0.0,78.091,0.276,0.137,0.522,1.911,0.866814312
2022-10-01 11:15:00,136,21.341,35.131,4.788,84.576,977.481,0.0,0.0,0.0,0.0,80.919,0.348,0.146,0.53,1.904,0.863639168
2022-10-01 11:20:00,137,24.655,31.45,6.006,78.485,1098.994,0.0,0.0,0.0,0.0,78.685,0.238,0.139,0.483,1.774,0.804672208
2022-10-01 11:25:00,138,21.86,35.636,4.239,89.206,1051.282,0.0,0.0,0.0,0.0,74.506,0.326,0.115,0.581,1.728,0.7838069759999999
2022-10-01 11:30:00,139,20.957,34.437,4.667,75.288,1005.6,0.0,0.0,0.0,0.0,85.031,0.303,0.139,0.428,2.144,0.972501248
2022-10-01 11:35:00,140,21.194,35.405,5.317,73.869,847.065,0.0,0.0,0.0,0.0,68.458,0.322,0.144,0.563,1.875,0.8504849999999999
2022-10-01 11:40:00,141,23.729,32.84,4.632,80.202,1072.628,0.0,0.0,0.0,0.0,89.233,0.227,0.135,0.54,1.88,0.8527529599999999
2022-10-01 11:45:00,142,17.845,34.471,4.13,84.531,1204.491,0.0,0.0,0.0,0.0,64.114,0.31,0.133,0.493,1.653,0.749787576
2022-10-01 11:50:00,143,21.739,38.48,3.968,73.16,1142.037,0.0,0.0,0.0,0.0,77.266,0.289,0.141,0.481,2.018,0.9153486559999999
2022-10-01 11:55:00,144,23.616,38.694,4.924,64.154,906.931,0.0,0.0,0.0,0.0,64.902,0.244,0.152,0.475,1.271,0.576515432
2022-10-01 12:00:00,145,22.28,33.0,4.0,65.0,1022.0,0.0,0.0,0.0,0.0,77.4,0.299,0.13,0.496,1.762,0.799229104
2022-10-01 12:05:00,146,26.751,32.824,4.205,61.771,1258.447,0.0,0.0,0.0,0.0,87.381,0.283,0.123,0.545,1.871,0.848670632
2022-10-01 12:10:00,147,21.74,31.305,4.045,60.174,1217.257,0.0,0.0,0.0,0.0,85.471,0.352,0.135,0.453,2.016,0.914441472
2022-10-01 12:15:00,148,20.18,30.447,4.338,68.322,1045.129,0.0,0.0,0.0,0.0,84.568,0.297,0.125,0.478,1.797,0.815104824
2022-10-01 12:20:00,149,26.639,28.763,4.252,64.732,949.679,0.0,0.0,0.0,0.0,67.801,0.322,0.136,0.502,1.855,0.84141316
2022-10-01 12:25:00,150,19.115,31.879,3.826,61.883,1045.584,0.0,0.0,0.0,0.0,84.131,0.318,0.111,0.568,2.027,0.919430984
2022-10-01 12:30:00,151,22.599,36.605,4.049,69.526,1068.663,0.0,0.0,0.0,0.0,83.562,0.333,0.126,0.513,1.73,0.7847141599999999
2022-10-01 12:35:00,152,22.072,34.215,4.164,73.726,1089.332,0.0,0.0,0.0,0.0,95.56,0.221,0.122,0.568,1.882,0.8536601439999999
2022-10-01 12:40:00,153,23.427,36.855,3.166,66.025,1011.01,0.0,0.0,0.0,0.0,71.059,0.334,0.129,0.54,1.79,0.81192968
2022-10-01 12:45:00,154,18.111,33.511,3.888,71.161,869.84,0.0,0.0,0.0,0.0,73.754,0.317,0.13,0.385,1.992,0.903555264
2022-10-01 12:50:00,155,24.749,39.148,3.824,62.796,1062.855,0.0,0.0,0.0,0.0,77.459,0.326,0.141,0.605,1.869,0.847763448
2022-10-01 12:55:00,156,20.376,34.366,4.3,58.466,982.108,0.0,0.0,0.0,0.0,77.054,0.26,0.144,0.471,1.425,0.6463686
2022-10-01 13:00:00,157,22.95,32.0,4.0,61.0,1022.0,0.0,0.0,0.0,0.0,77.4,0.299,0.13,0.496,1.762,0.799229104
2022-10-01 13:05:00,158,27.29,33.381,3.456,59.404,987.538,0.0,0.0,0.0,0.0,76.278,0.34,0.137,0.467,1.913,0.867721496
2022-10-01 13:10:00,159,22.857,27.558,3.933,67.078,1216.1,0.0,0.0,0.0,0.0,80.147,0.387,0.144,0.462,1.96,0.88904032
2022-10-01 13:15:00,160,18.616,32.851,4.282,67.054,1003.872,0.0,0.0,0.0,0.0,85.542,0.325,0.125,0.535,1.475,0.6690482
2022-10-01 13:20:00,161,24.456,30.819,4.16,57.856,1140.811,0.0,0.0,0.0,0.0,73.91,0.292,0.126,0.439,1.807,0.819640744
2022-10-01 13:25:00,162,22.855,26.229,3.84,75.247,974.384,0.0,0.0,0.0,0.0,82.029,0.309,0.139,0.494,1.963,0.8904010960000001
2022-10-01 13:30:00,163,23.281,34.657,4.577,53.153,1106.677,0.0,0.0,0.0,0.0,72.21,0.349,0.116,0.56,1.613,0.731643896
2022-10-01 13:35:00,164,23.141,30.395,4.022,55.598,1057.294,0.0,0.0,0.0,0.0,74.674,0.294,0.126,0.562,1.84,0.83460928
2022-10-01 13:40:00,165,24.822,33.963,3.824,54.402,763.381,0.0,0.0,0.0,0.0,98.059,0.335,0.146,0.563,1.657,0.751601944
2022-10-01 13:45:00,166,22.233,30.189,4.209,61.756,1009.801,0.0,0.0,0.0,0.0,87.179,0.253,0.165,0.527,1.764,0.800136288
2022-10-01 13:50:00,167,24.17,24.287,3.641,53.857,937.983,0.0,0.0,0.0,0.0,62.238,0.29,0.14,0.552,1.574,0.713953808
2022-10-01 13:55:00,168,28.277,27.202,3.818,67.534,1021.94,0.0,0.0,0.0,0.0,76.975,0.29,0.129,0.474,1.489,0.675398488
2022-10-01 14:00:00,169,23.39,31.0,5.0,79.0,1021.0,0.0,0.0,0.0,0.0,77.4,0.299,0.13,0.496,1.762,0.799229104
2022-10-01 14:05:00,170,24.446,25.811,5.53,92.233,962.171,0.0,0.0,0.0,0.0,78.895,0.297,0.116,0.495,1.977,0.896751384
2022-10-01 14:10:00,171,22.832,32.808,5.505,80.005,907.766,0.0,0.0,0.0,0.0,75.099,0.275,0.16,0.575,2.124,0.963429408
2022-10-01 14:15:00,172,23.199,27.606,5.08,78.709,948.443,0.0,0.0,0.0,0.0,73.428,0.276,0.13,0.581,2.321,1.0527870320000001
2022-10-01 14:20:00,173,25.611,30.014,5.413,62.981,1169.114,0.0,0.0,0.0,0.0,78.445,0.249,0.136,0.458,1.812,0.821908704
