timestamp,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeEDT,TimeEST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,timestamp
1/1/2020 12:56,Clear,2020-01-01 17:56:00<br />,-13.8,,37,40,,1012.3,-1.6,,12:56 PM,16.1,SW,25.9,230,1/1/2020 12:56
1/1/2020 13:56,Clear,2020-01-01 18:56:00<br />,-13.3,,-,38,,1011.5,-0.5,,1:56 PM,16.1,South,20.4,190,1/1/2020 13:56
1/1/2020 14:56,Clear,2020-01-01 19:56:00<br />,-13.8,,-,35,,1011.4,0,,2:56 PM,16.1,WSW,22.2,240,1/1/2020 14:56
1/1/2020 15:56,Clear,2020-01-01 20:56:00<br />,-13.3,,-,38,,1011.3,-0.5,,3:56 PM,16.1,WSW,14.8,240,1/1/2020 15:56
1/1/2020 16:56,Mostly Cloudy,2020-01-01 21:56:00<br />,-12.7,,-,38,,1011.4,0,,4:56 PM,16.1,WSW,16.7,250,1/1/2020 16:56
1/1/2020 17:56,Mostly Cloudy,2020-01-01 22:56:00<br />,-12.2,,-,39,,1011.9,0.5,,5:56 PM,16.1,WSW,22.2,250,1/1/2020 17:56
1/1/2020 18:56,Scattered Clouds,2020-01-01 23:56:00<br />,-11.6,,-,42,,1012.5,0,,6:56 PM,16.1,WSW,18.5,250,1/1/2020 18:56
1/1/2020 19:56,Overcast,2020-01-02 00:56:00<br />,-11.6,,29.6,42,,1013.3,0,,7:56 PM,16.1,WSW,14.8,250,1/1/2020 19:56
1/1/2020 20:56,Overcast,2020-01-02 01:56:00<br />,-11.1,,-,44,,1013.5,0,,8:56 PM,16.1,WSW,18.5,250,1/1/2020 20:56
1/1/2020 21:56,Overcast,2020-01-02 02:56:00<br />,-10,,-,48,,1014.1,0,,9:56 PM,16.1,West,24.1,270,1/1/2020 21:56
1/1/2020 22:56,Overcast,2020-01-02 03:56:00<br />,-9.4,,35.2,50,,1015,0,,10:56 PM,16.1,West,25.9,270,1/1/2020 22:56
1/1/2020 23:56,Overcast,2020-01-02 04:56:00<br />,-8.8,,-,52,,1015.8,0,,11:56 PM,16.1,West,25.9,270,1/1/2020 23:56
1/2/2020 0:56,Overcast,2020-01-02 05:56:00<br />,-7.7,,37,59,,1015.3,-0.5,,12:56 AM,16.1,West,24.1,270,1/2/2020 0:56
1/2/2020 1:56,Overcast,2020-01-02 06:56:00<br />,-6.6,,-,64,,1015.9,-0.5,,1:56 AM,16.1,West,24.1,270,1/2/2020 1:56
1/2/2020 2:56,Overcast,2020-01-02 07:56:00<br />,-6.1,,-,69,,1016.7,-1.1,,2:56 AM,16.1,West,25.9,270,1/2/2020 2:56
1/2/2020 3:07,Light Snow,2020-01-02 08:07:00<br />,-6,Snow,-,69,0,1015.5,-1,,3:07 AM,16.1,West,24.1,270,1/2/2020 3:07
1/2/2020 3:56,Light Snow,2020-01-02 08:56:00<br />,-6.1,Snow,-,69,0,1016.8,-1.1,,3:56 AM,16.1,West,24.1,280,1/2/2020 3:56
1/2/2020 4:56,Light Snow,2020-01-02 09:56:00<br />,-5.5,Snow,33.3,72,0,1017.2,-1.1,,4:56 AM,16.1,WNW,20.4,290,1/2/2020 4:56
1/2/2020 5:56,Light Snow,2020-01-02 10:56:00<br />,-5,Snow,-,75,0,1018.4,-1.1,,5:56 AM,16.1,WNW,20.4,290,1/2/2020 5:56
1/2/2020 6:29,Light Snow,2020-01-02 11:29:00<br />,-6,Snow,37,69,0,1017.5,-1,,6:29 AM,16.1,West,16.7,280,1/2/2020 6:29
1/2/2020 6:56,Light Snow,2020-01-02 11:56:00<br />,-5.5,Snow,-,69,0,1019.3,-0.5,,6:56 AM,16.1,West,27.8,270,1/2/2020 6:56
1/2/2020 7:56,Light Snow,2020-01-02 12:56:00<br />,-5.5,Snow,38.9,75,0,1020.7,-1.6,,7:56 AM,11.3,NW,27.8,310,1/2/2020 7:56
1/2/2020 8:56,Light Snow,2020-01-02 13:56:00<br />,-6.1,Snow,-,75,0,1022.1,-2.2,,8:56 AM,6.4,WNW,22.2,300,1/2/2020 8:56
1/2/2020 9:37,Light Snow,2020-01-02 14:37:00<br />,-5,Snow,-,80,0,1021.2,-2,,9:37 AM,3.2,NW,20.4,310,1/2/2020 9:37
1/2/2020 9:56,Light Snow,2020-01-02 14:56:00<br />,-5,Snow,-,81,0,1023,-2.2,,9:56 AM,2.4,NW,22.2,320,1/2/2020 9:56
1/2/2020 10:56,Light Snow,2020-01-02 15:56:00<br />,-4.4,Snow,-,85,0,1023.5,-2.2,,10:56 AM,6.4,WNW,14.8,290,1/2/2020 10:56
1/2/2020 11:56,Light Snow,2020-01-02 16:56:00<br />,-6.1,Snow,25.9,72,0,1023.3,-1.6,,11:56 AM,16.1,WNW,13,290,1/2/2020 11:56
1/2/2020 12:56,Light Snow,2020-01-02 17:56:00<br />,-6.1,Snow,-,69,0,1023.5,-1.1,,12:56 PM,16.1,WNW,27.8,290,1/2/2020 12:56
1/2/2020 13:56,Light Snow,2020-01-02 18:56:00<br />,-6.1,Snow,-,69,0,1024.2,-1.1,,1:56 PM,16.1,West,20.4,280,1/2/2020 13:56
1/2/2020 14:56,Mostly Cloudy,2020-01-02 19:56:00<br />,-7.2,,-,64,0,1025.3,-1.1,,2:56 PM,16.1,WNW,20.4,290,1/2/2020 14:56
1/2/2020 15:56,Mostly Cloudy,2020-01-02 20:56:00<br />,-7.7,,27.8,59,,1025.8,-0.5,,3:56 PM,16.1,WNW,18.5,290,1/2/2020 15:56
1/2/2020 16:56,Overcast,2020-01-02 21:56:00<br />,-7.7,,-,64,,1026.6,-1.6,,4:56 PM,16.1,WNW,16.7,290,1/2/2020 16:56
1/2/2020 17:56,Overcast,2020-01-02 22:56:00<br />,-7.2,,-,66,,1027.4,-1.6,,5:56 PM,16.1,WNW,16.7,290,1/2/2020 17:56
1/2/2020 18:56,Overcast,2020-01-02 23:56:00<br />,-7.7,,-,64,,1028,-1.6,,6:56 PM,16.1,West,14.8,280,1/2/2020 18:56
1/2/2020 19:56,Overcast,2020-01-03 00:56:00<br />,-7.7,,-,64,,1028.9,-1.6,,7:56 PM,16.1,WNW,14.8,290,1/2/2020 19:56
1/2/2020 20:56,Overcast,2020-01-03 01:56:00<br />,-6.6,,-,72,,1030,-2.2,,8:56 PM,16.1,NNW,7.4,330,1/2/2020 20:56
1/2/2020 21:56,Overcast,2020-01-03 02:56:00<br />,-7.2,,-,75,,1030.8,-3.3,,9:56 PM,16.1,North,5.6,10,1/2/2020 21:56
1/2/2020 22:56,Mostly Cloudy,2020-01-03 03:56:00<br />,-7.2,,-,85,,1031.1,-5,,10:56 PM,16.1,Calm,Calm,0,1/2/2020 22:56
1/2/2020 23:56,Overcast,2020-01-03 04:56:00<br />,-6.6,,-,85,,1031.5,-4.4,,11:56 PM,16.1,Calm,Calm,0,1/2/2020 23:56
1/3/2020 0:56,Mostly Cloudy,2020-01-03 05:56:00<br />,-6.6,,-,89,,1031.9,-5,,12:56 AM,16.1,ESE,5.6,110,1/3/2020 0:56
1/3/2020 1:56,Clear,2020-01-03 06:56:00<br />,-7.7,,-,92,,1031.7,-6.6,,1:56 AM,16.1,Calm,Calm,0,1/3/2020 1:56
1/3/2020 2:56,Clear,2020-01-03 07:56:00<br />,-8.3,,-,92,,1032.2,-7.2,,2:56 AM,16.1,East,7.4,80,1/3/2020 2:56
1/3/2020 3:56,Clear,2020-01-03 08:56:00<br />,-7.7,,-,89,,1032.3,-6.1,,3:56 AM,16.1,East,7.4,80,1/3/2020 3:56
1/3/2020 4:56,Clear,2020-01-03 09:56:00<br />,-7.7,,-,89,,1032.1,-6.1,,4:56 AM,16.1,East,9.3,90,1/3/2020 4:56
1/3/2020 5:56,Clear,2020-01-03 10:56:00<br />,-7.7,,-,89,,1031.9,-6.1,,5:56 AM,16.1,East,9.3,90,1/3/2020 5:56
1/3/2020 6:22,Clear,2020-01-03 11:22:00<br />,-8,,-,86,,1030,-6,,6:22 AM,16.1,East,9.3,90,1/3/2020 6:22
1/3/2020 6:56,Clear,2020-01-03 11:56:00<br />,-7.7,,-,89,,1031.3,-6.1,,6:56 AM,16.1,East,9.3,100,1/3/2020 6:56
1/3/2020 7:56,Clear,2020-01-03 12:56:00<br />,-7.7,,33.3,75,,1031.3,-3.8,,7:56 AM,16.1,SSE,25.9,160,1/3/2020 7:56
1/3/2020 8:56,Clear,2020-01-03 13:56:00<br />,-7.7,,-,69,,1030.9,-2.7,,8:56 AM,16.1,SSE,20.4,150,1/3/2020 8:56
1/3/2020 9:56,Mostly Cloudy,2020-01-03 14:56:00<br />,-7.7,,-,66,,1030.7,-2.2,,9:56 AM,16.1,SSE,18.5,150,1/3/2020 9:56
1/3/2020 10:56,Overcast,2020-01-03 15:56:00<br />,-7.7,,33.3,61,,1030.6,-1.1,,10:56 AM,16.1,SSE,22.2,150,1/3/2020 10:56
1/3/2020 11:30,Light Snow,2020-01-03 16:30:00<br />,-6,Snow,33.3,74,0,1028,-2,,11:30 AM,3.2,SSE,25.9,160,1/3/2020 11:30
1/3/2020 11:56,Light Snow,2020-01-03 16:56:00<br />,-4.4,Snow,42.6,88,0,1028.7,-2.7,,11:56 AM,1.2,SSE,29.6,150,1/3/2020 11:56
1/3/2020 11:58,Light Snow,2020-01-03 16:58:00<br />,-4,Snow,42.6,93,0,1027,-3,,11:58 AM,2.4,SSE,33.3,160,1/3/2020 11:58
1/3/2020 12:05,Light Snow,2020-01-03 17:05:00<br />,-4,Snow,-,86,0,1026.6,-2,,12:05 PM,3.2,SSE,27.8,150,1/3/2020 12:05
1/3/2020 12:43,Light Freezing Rain,2020-01-03 17:43:00<br />,-4,Rain,40.7,86,0.01,1026,-2,,12:43 PM,6.4,SSE,31.5,160,1/3/2020 12:43
1/3/2020 12:56,Light Freezing Rain,2020-01-03 17:56:00<br />,-3.8,Rain,44.4,85,0.02,1027.1,-1.6,,12:56 PM,3.2,SSE,27.8,160,1/3/2020 12:56
1/3/2020 13:18,Light Freezing Rain,2020-01-03 18:18:00<br />,-3,Rain,46.3,93,0.01,1024.6,-2,,1:18 PM,6.4,SSE,25.9,160,1/3/2020 13:18
1/3/2020 13:56,Light Freezing Rain,2020-01-03 18:56:00<br />,-3.3,Rain,-,85,0.02,1025.5,-1.1,,1:56 PM,11.3,South,25.9,170,1/3/2020 13:56
1/3/2020 14:56,Light Snow,2020-01-03 19:56:00<br />,-2.7,Snow,40.7,85,0,1024.1,-0.5,,2:56 PM,16.1,SSE,25.9,160,1/3/2020 14:56
1/3/2020 15:56,Overcast,2020-01-03 20:56:00<br />,-1.6,,48.2,89,0.03,1022.4,0,,3:56 PM,16.1,South,31.5,170,1/3/2020 15:56
1/3/2020 16:56,Overcast,2020-01-03 21:56:00<br />,-0.5,,53.7,89,0.02,1021.3,1.1,,4:56 PM,11.3,South,35.2,170,1/3/2020 16:56
1/3/2020 17:56,Light Rain,2020-01-03 22:56:00<br />,0,Rain,55.6,92,0.06,1020.3,1.1,,5:56 PM,16.1,South,35.2,170,1/3/2020 17:56
1/3/2020 18:56,Light Rain,2020-01-03 23:56:00<br />,0.5,Rain,57.4,92,0.03,1019.6,1.6,,6:56 PM,16.1,South,44.4,170,1/3/2020 18:56
1/3/2020 19:56,Light Rain,2020-01-04 00:56:00<br />,1.1,Rain,48.2,93,0.02,1018.7,2.2,,7:56 PM,16.1,South,37,170,1/3/2020 19:56
1/3/2020 20:56,Light Rain,2020-01-04 01:56:00<br />,1.6,Rain,42.6,93,0.02,1018.2,2.7,,8:56 PM,16.1,South,33.3,170,1/3/2020 20:56
1/3/2020 21:56,Light Rain,2020-01-04 02:56:00<br />,2.2,Rain,38.9,97,0.1,1016.8,2.7,,9:56 PM,16.1,SSE,25.9,160,1/3/2020 21:56
1/3/2020 22:40,Light Rain,2020-01-04 03:40:00<br />,2,Rain,40.7,93,0.11,1014.4,3,,10:40 PM,14.5,SSE,25.9,160,1/3/2020 22:40
1/3/2020 22:56,Light Rain,2020-01-04 03:56:00<br />,2.7,Rain,38.9,96,0.12,1015.3,3.3,,10:56 PM,16.1,SSE,29.6,160,1/3/2020 22:56
1/3/2020 23:24,Overcast,2020-01-04 04:24:00<br />,3,,44.4,93,0,1013.8,4,,11:24 PM,16.1,South,37,170,1/3/2020 23:24
1/3/2020 23:56,Overcast,2020-01-04 04:56:00<br />,3.3,,-,97,0,1015.1,3.8,,11:56 PM,16.1,South,22.2,170,1/3/2020 23:56
1/4/2020 0:56,Overcast,2020-01-04 05:56:00<br />,3.3,,-,93,,1013.6,4.4,,12:56 AM,16.1,South,22.2,170,1/4/2020 0:56
1/4/2020 1:56,Overcast,2020-01-04 06:56:00<br />,3.8,,40.7,92,,1012.7,5,,1:56 AM,16.1,South,29.6,180,1/4/2020 1:56
1/4/2020 2:17,Overcast,2020-01-04 07:17:00<br />,4,,-,93,,1011.4,5,,2:17 AM,16.1,South,25.9,190,1/4/2020 2:17
1/4/2020 2:56,Overcast,2020-01-04 07:56:00<br />,4.4,,-,93,,1012.2,5.5,,2:56 AM,16.1,South,27.8,180,1/4/2020 2:56
1/4/2020 3:56,Overcast,2020-01-04 08:56:00<br />,4.4,,33.3,93,,1011.1,5.5,,3:56 AM,16.1,South,24.1,180,1/4/2020 3:56
1/4/2020 4:56,Overcast,2020-01-04 09:56:00<br />,4.4,,-,93,,1010.1,5.5,,4:56 AM,16.1,South,22.2,170,1/4/2020 4:56
1/4/2020 5:56,Overcast,2020-01-04 10:56:00<br />,5,,-,93,,1007.8,6.1,,5:56 AM,16.1,SSE,25.9,160,1/4/2020 5:56
1/4/2020 6:23,Overcast,2020-01-04 11:23:00<br />,6,,42.6,93,,1003.9,7,,6:23 AM,16.1,SSE,29.6,160,1/4/2020 6:23
1/4/2020 6:56,Overcast,2020-01-04 11:56:00<br />,6.1,,-,93,,1006.4,7.2,,6:56 AM,16.1,South,14.8,180,1/4/2020 6:56
1/4/2020 7:56,Overcast,2020-01-04 12:56:00<br />,5.5,,-,93,,1006.8,6.6,,7:56 AM,16.1,SE,13,130,1/4/2020 7:56
1/4/2020 8:56,Overcast,2020-01-04 13:56:00<br />,6.6,,-,93,,1005.8,7.7,,8:56 AM,16.1,SSE,16.7,150,1/4/2020 8:56
1/4/2020 9:56,Mostly Cloudy,2020-01-04 14:56:00<br />,6.6,,-,86,,1004.8,8.8,,9:56 AM,16.1,South,22.2,170,1/4/2020 9:56
1/4/2020 10:56,Mostly Cloudy,2020-01-04 15:56:00<br />,7.2,,-,86,,1003.5,9.4,,10:56 AM,16.1,South,22.2,180,1/4/2020 10:56
1/4/2020 11:56,Mostly Cloudy,2020-01-04 16:56:00<br />,7.7,,-,83,,1002,10.5,,11:56 AM,16.1,South,25.9,180,1/4/2020 11:56
1/4/2020 12:56,Mostly Cloudy,2020-01-04 17:56:00<br />,8.8,,-,80,,1000.9,12.2,,12:56 PM,16.1,South,20.4,190,1/4/2020 12:56
1/4/2020 13:56,Overcast,2020-01-04 18:56:00<br />,10.5,,-,93,0.08,1002.8,11.6,,1:56 PM,16.1,WNW,9.3,290,1/4/2020 13:56
1/4/2020 14:34,Mostly Cloudy,2020-01-04 19:34:00<br />,11,,-,94,,1001.2,12,,2:34 PM,16.1,South,7.4,170,1/4/2020 14:34
1/4/2020 14:56,Scattered Clouds,2020-01-04 19:56:00<br />,10.5,,-,89,,1001.9,12.2,,2:56 PM,16.1,SSW,13,200,1/4/2020 14:56
1/4/2020 15:56,Mostly Cloudy,2020-01-04 20:56:00<br />,8.8,,-,83,,1002.7,11.6,,3:56 PM,16.1,SW,13,230,1/4/2020 15:56
1/4/2020 16:56,Mostly Cloudy,2020-01-04 21:56:00<br />,7.7,,29.6,83,,1003.3,10.5,,4:56 PM,16.1,North,20.4,350,1/4/2020 16:56
1/4/2020 17:56,Mostly Cloudy,2020-01-04 22:56:00<br />,3.3,,35.2,76,,1004.5,7.2,,5:56 PM,16.1,North,24.1,350,1/4/2020 17:56
1/4/2020 18:56,Mostly Cloudy,2020-01-04 23:56:00<br />,2.7,,25.9,79,,1005.5,6.1,,6:56 PM,16.1,NW,14.8,320,1/4/2020 18:56
1/4/2020 19:56,Mostly Cloudy,2020-01-05 00:56:00<br />,2.2,,25.9,79,,1006.9,5.5,,7:56 PM,16.1,NW,20.4,320,1/4/2020 19:56
1/4/2020 20:56,Mostly Cloudy,2020-01-05 01:56:00<br />,0,,40.7,73,,1008.1,4.4,,8:56 PM,16.1,WNW,25.9,290,1/4/2020 20:56
1/4/2020 21:56,Mostly Cloudy,2020-01-05 02:56:00<br />,-1.6,,40.7,71,,1009.3,3.3,,9:56 PM,16.1,WNW,33.3,290,1/4/2020 21:56
1/4/2020 22:56,Overcast,2020-01-05 03:56:00<br />,-2.7,,48.2,68,,1010,2.7,,10:56 PM,16.1,WNW,24.1,290,1/4/2020 22:56
1/4/2020 23:56,Overcast,2020-01-05 04:56:00<br />,-2.2,,-,73,,1010,2.2,,11:56 PM,16.1,WNW,16.7,290,1/4/2020 23:56
1/5/2020 0:10,Overcast,2020-01-05 05:10:00<br />,-3,,31.5,70,,1009.7,2,,12:10 AM,16.1,West,20.4,280,1/5/2020 0:10
1/5/2020 0:19,Overcast,2020-01-05 05:19:00<br />,-3,,40.7,70,,1010,2,,12:19 AM,16.1,West,31.5,280,1/5/2020 0:19
1/5/2020 0:56,Overcast,2020-01-05 05:56:00<br />,-3.3,,44.4,70,,1011.4,1.6,,12:56 AM,16.1,NW,27.8,310,1/5/2020 0:56
1/5/2020 1:14,Light Rain,2020-01-05 06:14:00<br />,-2,Rain,35.2,81,0,1011.1,1,,1:14 AM,16.1,NW,24.1,310,1/5/2020 1:14
1/5/2020 1:43,Overcast,2020-01-05 06:43:00<br />,-5,,46.3,69,0,1012.1,0,,1:43 AM,16.1,WNW,37,300,1/5/2020 1:43
1/5/2020 1:56,Overcast,2020-01-05 06:56:00<br />,-5.5,,46.3,67,0,1013,0,,1:56 AM,16.1,WNW,31.5,300,1/5/2020 1:56
1/5/2020 2:56,Overcast,2020-01-05 07:56:00<br />,-7.2,,37,64,,1014.2,-1.1,,2:56 AM,16.1,WNW,25.9,290,1/5/2020 2:56
1/5/2020 3:56,Overcast,2020-01-05 08:56:00<br />,-8.8,,57.4,61,,1014.9,-2.2,,3:56 AM,16.1,WNW,44.4,290,1/5/2020 3:56
1/5/2020 4:56,Overcast,2020-01-05 09:56:00<br />,-9.4,,55.6,63,0,1016.6,-3.3,,4:56 AM,16.1,NW,38.9,310,1/5/2020 4:56
1/5/2020 5:56,Light Snow,2020-01-05 10:56:00<br />,-8.8,Snow,42.6,72,0,1017.9,-4.4,,5:56 AM,16.1,NW,29.6,310,1/5/2020 5:56
1/5/2020 6:09,Light Snow,2020-01-05 11:09:00<br />,-9,Snow,61.1,69,0,1017.2,-4,,6:09 AM,11.3,West,42.6,270,1/5/2020 6:09
1/5/2020 6:22,Light Snow,2020-01-05 11:22:00<br />,-12,Snow,61.1,59,0,1017.2,-5,,6:22 AM,16.1,WNW,48.2,290,1/5/2020 6:22
1/5/2020 6:30,Light Snow,2020-01-05 11:30:00<br />,-12,Snow,59.3,59,0,1017.5,-5,,6:30 AM,16.1,WNW,40.7,300,1/5/2020 6:30
1/5/2020 6:56,Mostly Cloudy,2020-01-05 11:56:00<br />,-12.2,,64.8,60,0,1019.8,-5.5,,6:56 AM,16.1,WNW,38.9,290,1/5/2020 6:56
1/5/2020 7:56,Light Snow,2020-01-05 12:56:00<br />,-13.8,Snow,59.3,57,0,1021.1,-6.6,,7:56 AM,16.1,WNW,48.2,300,1/5/2020 7:56
1/5/2020 8:56,Mostly Cloudy,2020-01-05 13:56:00<br />,-13.3,,46.3,60,0,1021.8,-6.6,,8:56 AM,16.1,WNW,37,300,1/5/2020 8:56
1/5/2020 9:56,Overcast,2020-01-05 14:56:00<br />,-13.8,,55.6,60,0,1023,-7.2,,9:56 AM,16.1,NW,37,310,1/5/2020 9:56
1/5/2020 10:56,Mostly Cloudy,2020-01-05 15:56:00<br />,-15.5,,42.6,54,0,1024.1,-7.7,,10:56 AM,16.1,NW,24.1,320,1/5/2020 10:56
1/5/2020 11:56,Light Snow,2020-01-05 16:56:00<br />,-15,Snow,38.9,59,0,1023.9,-8.3,,11:56 AM,16.1,NW,25.9,320,1/5/2020 11:56
1/5/2020 12:56,Light Snow,2020-01-05 17:56:00<br />,-15.5,Snow,53.7,54,0,1024.1,-7.7,,12:56 PM,16.1,WNW,38.9,300,1/5/2020 12:56
1/5/2020 13:56,Light Snow,2020-01-05 18:56:00<br />,-15,Snow,42.6,62,0,1025.4,-8.8,,1:56 PM,16.1,NW,33.3,320,1/5/2020 13:56
1/5/2020 14:07,Light Snow,2020-01-05 19:07:00<br />,-14,Snow,44.4,73,0,1023.9,-10,,2:07 PM,2.8,NW,27.8,320,1/5/2020 14:07
1/5/2020 14:14,Light Snow,2020-01-05 19:14:00<br />,-14,Snow,37,73,0,1023.9,-10,,2:14 PM,1.6,NW,29.6,320,1/5/2020 14:14
1/5/2020 14:45,Light Snow,2020-01-05 19:45:00<br />,-15,Snow,44.4,67,0,1024.6,-10,,2:45 PM,8,NNW,29.6,330,1/5/2020 14:45
1/5/2020 14:56,Light Snow,2020-01-05 19:56:00<br />,-13.8,Snow,40.7,74,0,1026.6,-10,,2:56 PM,8,NW,27.8,320,1/5/2020 14:56
1/5/2020 15:56,Light Snow Showers,2020-01-05 20:56:00<br />,-13.8,Snow,35.2,77,0,1027.9,-10.5,,3:56 PM,9.7,NW,24.1,320,1/5/2020 15:56
1/5/2020 16:56,Light Snow Showers,2020-01-05 21:56:00<br />,-13.8,Snow,-,81,0,1028.6,-11.1,,4:56 PM,9.7,NW,18.5,310,1/5/2020 16:56
1/5/2020 17:56,Mostly Cloudy,2020-01-05 22:56:00<br />,-16.6,,-,70,0,1030.4,-12.2,,5:56 PM,16.1,West,22.2,280,1/5/2020 17:56
1/5/2020 18:18,Scattered Clouds,2020-01-05 23:18:00<br />,-18,,44.4,62,0,1028.3,-12,,6:18 PM,16.1,WNW,35.2,290,1/5/2020 18:18
1/5/2020 18:56,Mostly Cloudy,2020-01-05 23:56:00<br />,-17.2,,37,64,0,1031.2,-11.6,,6:56 PM,16.1,WNW,24.1,290,1/5/2020 18:56
1/5/2020 19:56,Mostly Cloudy,2020-01-06 00:56:00<br />,-17.2,,-,64,,1030.3,-11.6,,7:56 PM,16.1,West,22.2,280,1/5/2020 19:56
1/5/2020 20:56,Light Snow,2020-01-06 01:56:00<br />,-16.6,Snow,-,70,0,1029.8,-12.2,,8:56 PM,16.1,NNW,13,340,1/5/2020 20:56
1/5/2020 21:24,Mostly Cloudy,2020-01-06 02:24:00<br />,-16,,-,73,0,1027.3,-12,,9:24 PM,16.1,NNW,13,330,1/5/2020 21:24
1/5/2020 21:56,Mostly Cloudy,2020-01-06 02:56:00<br />,-16.6,,-,70,0,1029.6,-12.2,,9:56 PM,16.1,NW,22.2,320,1/5/2020 21:56
1/5/2020 22:56,Overcast,2020-01-06 03:56:00<br />,-16.1,,-,73,0,1029.4,-12.2,,10:56 PM,16.1,NW,16.7,320,1/5/2020 22:56
1/5/2020 23:37,Overcast,2020-01-06 04:37:00<br />,-17,,-,67,0,1027,-12,,11:37 PM,16.1,NW,20.4,310,1/5/2020 23:37
1/5/2020 23:56,Overcast,2020-01-06 04:56:00<br />,-16.6,,-,70,0,1029.8,-12.2,,11:56 PM,16.1,NW,20.4,310,1/5/2020 23:56
1/6/2020 0:56,Overcast,2020-01-06 05:56:00<br />,-17.2,,-,67,,1029.3,-12.2,,12:56 AM,16.1,WNW,16.7,290,1/6/2020 0:56
1/6/2020 1:56,Overcast,2020-01-06 06:56:00<br />,-16.6,,-,73,,1028.6,-12.7,,1:56 AM,16.1,NNW,5.6,340,1/6/2020 1:56
1/6/2020 2:24,Overcast,2020-01-06 07:24:00<br />,-16,,-,73,,1026.6,-12,,2:24 AM,16.1,West,5.6,270,1/6/2020 2:24
1/6/2020 2:56,Overcast,2020-01-06 07:56:00<br />,-16.6,,-,70,,1028.6,-12.2,,2:56 AM,16.1,Calm,Calm,0,1/6/2020 2:56
1/6/2020 3:56,Overcast,2020-01-06 08:56:00<br />,-16.1,,-,73,,1028.2,-12.2,,3:56 AM,16.1,Calm,Calm,0,1/6/2020 3:56
1/6/2020 4:56,Mostly Cloudy,2020-01-06 09:56:00<br />,-16.1,,-,70,,1028,-11.6,,4:56 AM,16.1,SW,9.3,230,1/6/2020 4:56
1/6/2020 5:56,Overcast,2020-01-06 10:56:00<br />,-15.5,,-,73,,1026.7,-11.6,,5:56 AM,16.1,South,7.4,180,1/6/2020 5:56
1/6/2020 6:23,Overcast,2020-01-06 11:23:00<br />,-15,,-,79,,1023.9,-12,,6:23 AM,16.1,SE,7.4,140,1/6/2020 6:23
1/6/2020 6:27,Overcast,2020-01-06 11:27:00<br />,-15,,-,79,,1023.9,-12,,6:27 AM,16.1,Calm,Calm,0,1/6/2020 6:27
1/6/2020 6:56,Overcast,2020-01-06 11:56:00<br />,-15,,-,76,,1025.9,-11.6,,6:56 AM,16.1,SSE,7.4,150,1/6/2020 6:56
