Time,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precipitation,Wind,Condition,Date
7:54 PM,-11,-14,77,13,0,996.14,0,NW,Fair,1/2/2022
8:54 PM,-12,-15,77,9,0,996.14,0,NW,Fair,1/2/2022
9:54 PM,-12,-16,73,0,0,996.47,0,CALM,Fair,1/2/2022
10:54 PM,-12,-16,73,0,0,996.14,0,CALM,Fair,1/2/2022
11:54 PM,-12,-15,80,6,0,996.14,0,SSW,Fair,1/2/2022
12:54 AM,-12,-15,80,6,0,995.81,0,SSW,Fair,1/3/2022
1:54 AM,-12,-15,77,0,0,996.14,0,CALM,Fair,1/3/2022
2:54 AM,-12,-15,80,6,0,996.14,0,S,Fair,1/3/2022
3:54 AM,-12,-15,80,9,0,995.81,0,S,Fair,1/3/2022
4:54 AM,-12,-15,80,7,0,995.81,0,S,Fair,1/3/2022
5:54 AM,-12,-15,80,9,0,996.14,0,SSE,Fair,1/3/2022
6:54 AM,-12,-15,80,9,0,996.47,0,SSE,Fair,1/3/2022
7:54 AM,-12,-14,81,11,0,996.47,0,SSE,Fair,1/3/2022
8:54 AM,-9,-12,80,15,0,996.8,0,S,Fair,1/3/2022
9:54 AM,-7,-10,78,13,0,997.12,0,S,Fair,1/3/2022
10:54 AM,-4,-8,75,15,0,996.8,0,S,Fair,1/3/2022
11:54 AM,-3,-7,72,13,0,996.14,0,S,Fair,1/3/2022
12:54 PM,-2,-6,72,11,0,994.83,0,S,Fair,1/3/2022
1:54 PM,1,-5,66,15,0,994.5,0,S,Fair,1/3/2022
2:54 PM,1,-4,67,13,0,994.5,0,S,Fair,1/3/2022
3:54 PM,1,-5,64,13,0,994.17,0,S,Fair,1/3/2022
4:54 PM,0,-6,66,11,0,993.84,0,SSE,Fair,1/3/2022
5:54 PM,-2,-6,72,13,0,993.84,0,SSE,Fair,1/3/2022
6:54 PM,-2,-6,72,13,0,993.52,0,SE,Fair,1/3/2022
7:54 PM,-2,-6,75,15,0,992.86,0,SSE,Fair,1/3/2022
8:54 PM,-2,-6,75,15,0,992.2,0,SSE,Fair,1/3/2022
9:54 PM,-2,-6,75,17,0,991.88,0,SSE,Fair,1/3/2022
10:54 PM,-2,-6,75,17,0,991.55,0,SSE,Fair,1/3/2022
11:54 PM,-3,-7,75,17,0,991.22,0,SSE,Fair,1/3/2022
12:54 AM,-3,-7,75,17,0,990.24,0,S,Fair,1/4/2022
1:54 AM,-3,-7,75,17,0,989.58,0,SSE,Fair,1/4/2022
2:54 AM,-3,-7,72,15,0,988.93,0,S,Fair,1/4/2022
3:54 AM,-3,-7,75,17,0,987.61,0,SSE,Fair,1/4/2022
4:54 AM,-3,-7,72,19,35,986.96,0,S,Fair,1/4/2022
5:54 AM,-3,-8,69,20,0,986.63,0,SSE,Fair,1/4/2022
6:54 AM,-4,-8,75,19,0,985.65,0,SSE,Fair,1/4/2022
7:54 AM,-3,-8,71,19,0,984.01,0,SSE,Fair,1/4/2022
8:54 AM,-1,-6,69,24,0,983.02,0,SSE,Fair,1/4/2022
9:54 AM,1,-5,64,20,0,982.7,0,S,Fair,1/4/2022
10:54 AM,4,-4,55,24,37,981.71,0,S,Fair,1/4/2022
11:54 AM,5,-5,49,33,48,978.11,0,S,Fair / Windy,1/4/2022
12:54 PM,7,-4,45,28,50,975.81,0,S,Fair,1/4/2022
1:54 PM,7,-5,42,31,43,973.51,0,S,Fair,1/4/2022
2:54 PM,8,-6,37,26,52,973.19,0,S,Fair,1/4/2022
3:54 PM,7,-6,40,30,41,972.86,0,S,Fair,1/4/2022
4:54 PM,7,-6,40,24,35,972.2,0,S,Fair,1/4/2022
5:54 PM,6,-6,45,19,0,971.88,0,S,Fair,1/4/2022
6:54 PM,5,-6,47,19,0,972.53,0,SSW,Fair,1/4/2022
7:54 PM,6,-5,47,24,0,972.53,0,SSW,Fair,1/4/2022
8:54 PM,7,-4,45,37,48,972.86,0,SW,Fair / Windy,1/4/2022
9:54 PM,7,-4,47,30,50,973.19,0,SW,Fair,1/4/2022
10:54 PM,7,-4,47,24,0,974.17,0,WSW,Fair,1/4/2022
11:54 PM,7,-3,49,28,48,975.48,0,W,Fair,1/4/2022
12:54 AM,4,-3,58,39,56,976.47,0,WNW,Fair / Windy,1/5/2022
1:54 AM,1,-4,70,30,43,977.78,0,WNW,Fair,1/5/2022
2:54 AM,-2,-9,58,39,56,978.76,0,NW,Fair / Windy,1/5/2022
3:54 AM,-4,-11,60,37,50,980.4,0,WNW,Fair / Windy,1/5/2022
4:54 AM,-5,-12,60,37,54,981.38,0,WNW,Fair / Windy,1/5/2022
5:54 AM,-6,-12,65,22,35,982.37,0,WNW,Fair,1/5/2022
6:54 AM,-7,-14,57,24,0,984.01,0,WNW,Fair,1/5/2022
7:54 AM,-8,-14,60,22,52,985.32,0,W,Fair,1/5/2022
8:54 AM,-7,-14,57,28,48,985.65,0,W,Fair,1/5/2022
9:54 AM,-5,-13,53,28,43,985.97,0,W,Fair,1/5/2022
10:54 AM,-4,-13,49,31,43,985.97,0,W,Fair,1/5/2022
11:54 AM,-3,-13,47,30,44,985.32,0,W,Fair,1/5/2022
12:54 PM,-3,-14,44,30,48,984.66,0,WNW,Fair,1/5/2022
1:54 PM,-4,-14,46,28,0,984.66,0,WNW,Fair,1/5/2022
2:54 PM,-4,-14,46,30,43,984.99,0,W,Fair,1/5/2022
3:54 PM,-4,-14,46,22,0,985.32,0,WNW,Fair,1/5/2022
4:54 PM,-5,-14,50,20,0,985.65,0,WNW,Mostly Cloudy,1/5/2022
5:54 PM,-6,-14,51,22,0,986.96,0,WNW,Cloudy,1/5/2022
6:54 PM,-6,-15,50,20,0,987.94,0,WNW,Cloudy,1/5/2022
7:54 PM,-7,-16,50,28,0,988.6,0,NW,Cloudy,1/5/2022
8:54 PM,-7,-16,50,24,0,988.93,0,NNW,Cloudy,1/5/2022
9:54 PM,-8,-16,52,20,0,989.25,0,NNW,Cloudy,1/5/2022
10:54 PM,-8,-16,54,19,0,989.58,0,NNW,Cloudy,1/5/2022
11:54 PM,-8,-16,52,17,0,990.24,0,NNW,Cloudy,1/5/2022
12:54 AM,-8,-16,54,13,0,989.58,0,NNW,Cloudy,1/6/2022
1:54 AM,-8,-15,57,15,0,989.25,0,N,Cloudy,1/6/2022
2:54 AM,-8,-15,57,20,0,989.25,0,NNW,Cloudy,1/6/2022
3:54 AM,-8,-16,56,19,0,989.25,0,NNW,Cloudy,1/6/2022
4:54 AM,-8,-16,56,17,0,988.93,0,NNW,Cloudy,1/6/2022
5:54 AM,-9,-16,57,19,0,989.91,0,NW,Cloudy,1/6/2022
6:54 AM,-9,-16,59,24,0,990.57,0,NNW,Cloudy,1/6/2022
7:54 AM,-10,-16,62,26,0,990.89,0,NNW,Cloudy,1/6/2022
8:47 AM,-10,-16,62,19,0,991.88,0,NW,Cloudy,1/6/2022
8:54 AM,-10,-16,62,22,0,991.88,0,NW,Cloudy,1/6/2022
9:54 AM,-9,-17,56,24,0,992.2,0,NNW,Cloudy,1/6/2022
10:54 AM,-9,-17,54,20,0,992.2,0,NW,Partly Cloudy,1/6/2022
11:54 AM,-9,-17,56,24,0,992.2,0,NW,Mostly Cloudy,1/6/2022
12:46 PM,-10,-17,56,20,33,991.55,0,WNW,Cloudy,1/6/2022
12:54 PM,-9,-17,54,20,0,991.55,0,NW,Cloudy,1/6/2022
1:54 PM,-9,-18,51,24,0,991.22,0,NW,Partly Cloudy,1/6/2022
2:54 PM,-8,-17,52,19,0,991.55,0,NW,Fair,1/6/2022
3:54 PM,-9,-17,52,20,0,991.55,0,NW,Fair,1/6/2022
4:54 PM,-10,-17,56,17,0,991.88,0,NW,Fair,1/6/2022
5:54 PM,-11,-17,59,20,0,992.86,0,WNW,Fair,1/6/2022
6:54 PM,-11,-17,59,13,0,992.86,0,NW,Fair,1/6/2022
7:54 PM,-11,-17,61,17,0,993.19,0,NW,Fair,1/6/2022
8:54 PM,-12,-18,64,13,0,993.19,0,NW,Fair,1/6/2022
9:54 PM,-12,-18,64,11,0,993.52,0,NW,Fair,1/6/2022
10:54 PM,-13,-18,67,11,0,993.84,0,NW,Fair,1/6/2022
11:54 PM,-13,-18,67,11,0,993.84,0,NW,Fair,1/6/2022
12:54 AM,-13,-18,67,15,0,993.84,0,N,Fair,1/7/2022
1:54 AM,-13,-19,64,19,0,993.52,0,N,Fair,1/7/2022
2:54 AM,-13,-19,64,9,0,994.17,0,NNW,Fair,1/7/2022
3:54 AM,-13,-18,67,9,0,994.17,0,WNW,Fair,1/7/2022
4:54 AM,-13,-19,64,6,0,994.17,0,WNW,Fair,1/7/2022
5:54 AM,-13,-18,67,0,0,994.5,0,CALM,Mostly Cloudy,1/7/2022
6:54 AM,-13,-19,64,6,0,994.83,0,SSE,Cloudy,1/7/2022
7:54 AM,-13,-19,61,0,0,994.83,0,CALM,Cloudy,1/7/2022
8:54 AM,-12,-19,58,0,0,995.48,0,CALM,Mostly Cloudy,1/7/2022
9:54 AM,-11,-18,54,0,0,995.81,0,CALM,Fair,1/7/2022
10:54 AM,-9,-18,49,6,0,994.83,0,SE,Fair,1/7/2022
11:54 AM,-7,-17,46,6,0,994.17,0,VAR,Fair,1/7/2022
12:54 PM,-6,-17,40,11,0,993.19,0,SE,Fair,1/7/2022
1:54 PM,-4,-17,37,11,0,992.2,0,SSE,Fair,1/7/2022
2:54 PM,-4,-16,39,17,0,992.2,0,S,Fair,1/7/2022
3:54 PM,-4,-16,42,15,0,991.55,0,SE,Fair,1/7/2022
4:54 PM,-4,-15,44,19,0,990.57,0,SE,Fair,1/7/2022
5:54 PM,-5,-14,48,13,0,990.57,0,ESE,Fair,1/7/2022
6:54 PM,-6,-14,51,17,0,989.91,0,ESE,Fair,1/7/2022
7:54 PM,-6,-14,51,17,31,989.91,0,SE,Fair,1/7/2022
8:54 PM,-6,-14,51,22,0,988.93,0,SE,Fair,1/7/2022
9:54 PM,-6,-14,53,19,0,988.27,0,SE,Fair,1/7/2022
10:54 PM,-6,-13,55,19,0,988.6,0,SE,Fair,1/7/2022
11:54 PM,-6,-13,55,17,0,987.94,0,SE,Fair,1/7/2022
12:54 AM,-6,-13,55,24,0,987.61,0,SE,Fair,1/8/2022
1:54 AM,-6,-14,53,26,0,987.29,0,SSE,Fair,1/8/2022
2:54 AM,-6,-14,53,20,0,987.29,0,SSE,Fair,1/8/2022
3:12 AM,-5,-14,48,26,43,986.96,0,SSE,Mostly Cloudy,1/8/2022
3:54 AM,-4,-13,51,24,0,986.63,0,SSE,Cloudy,1/8/2022
4:54 AM,-4,-12,55,24,35,986.3,0,SSE,Cloudy,1/8/2022
5:54 AM,-4,-11,60,22,0,985.32,0,SSE,Cloudy,1/8/2022
6:54 AM,-3,-10,58,24,0,984.66,0,SSE,Cloudy,1/8/2022
7:54 AM,-2,-9,58,24,0,984.34,0,SE,Cloudy,1/8/2022
8:54 AM,-1,-8,59,19,0,984.01,0,SE,Cloudy,1/8/2022
9:54 AM,1,-7,59,22,0,984.01,0,SSE,Cloudy,1/8/2022
10:54 AM,2,-5,61,19,0,983.68,0,SSE,Cloudy,1/8/2022
11:46 AM,3,-2,68,22,0,982.37,0,SSE,Cloudy,1/8/2022
11:54 AM,3,-2,70,26,43,982.04,0,SSE,Cloudy,1/8/2022
12:54 PM,4,-1,73,26,43,981.06,0,S,Cloudy,1/8/2022
1:54 PM,4,1,77,15,0,980.07,0,S,Cloudy,1/8/2022
2:54 PM,6,2,76,19,0,979.42,0,SSE,Cloudy,1/8/2022
3:54 PM,6,2,76,19,0,979.09,0,SSE,Cloudy,1/8/2022
4:54 PM,7,4,82,13,0,979.09,0,S,Cloudy,1/8/2022
5:54 PM,7,4,85,11,0,979.74,0,SSE,Cloudy,1/8/2022
6:46 PM,6,5,93,0,0,980.73,0,CALM,Fog,1/8/2022
6:54 PM,6,5,93,6,0,980.73,0,ESE,Fog,1/8/2022
7:54 PM,6,5,96,7,0,981.71,0.5,SSE,Light Rain,1/8/2022
8:46 PM,6,6,97,7,0,982.37,0.5,SSE,Fog,1/8/2022
8:54 PM,6,6,97,9,0,982.04,0.5,SSE,Fog,1/8/2022
9:10 PM,6,6,97,9,0,982.37,0,SSE,Fog,1/8/2022
9:19 PM,6,5,93,9,0,982.37,0.3,S,Fog,1/8/2022
9:51 PM,6,6,100,15,0,982.04,0.3,S,Fog,1/8/2022
9:54 PM,6,6,97,17,0,982.37,0.3,S,Fog,1/8/2022
10:01 PM,6,6,100,17,0,982.37,0,S,Cloudy,1/8/2022
10:54 PM,7,6,96,7,0,983.35,0,SSW,Cloudy,1/8/2022
11:09 PM,7,6,93,7,0,983.35,0,SSW,Fog,1/8/2022
11:31 PM,7,6,96,9,0,983.68,0,SW,Cloudy,1/8/2022
11:44 PM,7,7,97,11,0,984.01,0,SW,Cloudy,1/8/2022
11:54 PM,7,7,97,11,0,984.01,0,WSW,Cloudy,1/8/2022
12:38 AM,7,7,97,31,43,984.66,0,WNW,Cloudy,1/9/2022
12:54 AM,6,6,100,37,46,985.32,0,NW,Cloudy / Windy,1/9/2022
1:54 AM,4,4,97,22,0,985.97,0,N,Cloudy,1/9/2022
2:54 AM,4,3,93,20,0,988.27,0,N,Cloudy,1/9/2022
3:35 AM,3,1,86,31,46,988.93,0,NNW,Cloudy,1/9/2022
3:54 AM,3,1,86,26,0,989.91,0,NNW,Cloudy,1/9/2022
4:54 AM,2,-1,85,22,0,990.89,0,NNW,Cloudy,1/9/2022
5:18 AM,1,-1,85,26,0,991.22,0,N,Partly Cloudy,1/9/2022
5:54 AM,1,-2,82,26,0,992.2,0,NNW,Fair,1/9/2022
6:54 AM,0,-4,75,20,39,994.17,0,N,Fair,1/9/2022
7:54 AM,-1,-6,72,17,0,996.14,0,NNW,Fair,1/9/2022
8:54 AM,-2,-8,61,30,0,998.11,0,N,Fair,1/9/2022
9:54 AM,-1,-8,57,22,0,999.42,0,N,Fair,1/9/2022
10:54 AM,-2,-10,56,28,0,"1,000.73",0,N,Fair,1/9/2022
11:54 AM,-2,-12,47,28,0,"1,001.39",0,N,Fair,1/9/2022
12:54 PM,-1,-12,43,26,0,"1,001.39",0,N,Fair,1/9/2022
1:54 PM,1,-11,42,24,0,"1,001.71",0,N,Fair,1/9/2022
2:54 PM,0,-13,37,20,0,"1,002.04",0,N,Fair,1/9/2022
3:54 PM,-1,-13,40,17,0,"1,002.70",0,NNW,Fair,1/9/2022
4:54 PM,-2,-13,43,13,0,"1,003.02",0,N,Fair,1/9/2022
5:54 PM,-4,-13,49,9,0,"1,003.68",0,NNW,Fair,1/9/2022
6:54 PM,-4,-13,53,9,0,"1,004.34",0,NNW,Fair,1/9/2022
7:54 PM,-4,-13,51,0,0,"1,004.66",0,CALM,Fair,1/9/2022
8:54 PM,-7,-13,60,0,0,"1,004.66",0,CALM,Fair,1/9/2022
9:54 PM,-7,-12,65,6,0,"1,004.66",0,WSW,Fair,1/9/2022
10:54 PM,-7,-12,71,7,0,"1,004.34",0,SSW,Fair,1/9/2022
11:54 PM,-7,-12,68,7,0,"1,003.68",0,WSW,Fair,1/9/2022
12:54 AM,-7,-12,68,9,0,"1,003.35",0,WSW,Fair,1/10/2022
1:54 AM,-7,-13,65,11,0,"1,003.35",0,W,Fair,1/10/2022
2:54 AM,-7,-12,65,11,0,"1,003.02",0,WSW,Fair,1/10/2022
3:54 AM,-8,-13,68,13,0,"1,002.70",0,SW,Fair,1/10/2022
4:54 AM,-8,-12,71,13,0,"1,001.71",0,SSW,Fair,1/10/2022
5:54 AM,-8,-12,71,11,0,"1,001.71",0,SW,Fair,1/10/2022
6:54 AM,-7,-12,68,13,0,"1,001.71",0,SW,Fair,1/10/2022
7:54 AM,-6,-11,68,13,0,"1,002.04",0,WSW,Fair,1/10/2022
8:54 AM,-3,-10,60,20,0,"1,002.04",0,WSW,Fair,1/10/2022
9:54 AM,-1,-10,51,19,33,"1,003.02",0,WNW,Fair,1/10/2022
10:54 AM,1,-9,46,19,0,"1,003.02",0,W,Fair,1/10/2022
11:54 AM,2,-9,43,13,0,"1,002.04",0,NW,Fair,1/10/2022
12:54 PM,3,-9,41,13,0,"1,001.71",0,WNW,Fair,1/10/2022
1:54 PM,4,-8,40,13,0,"1,001.39",0,W,Fair,1/10/2022
2:54 PM,5,-9,36,11,0,"1,001.06",0,NW,Fair,1/10/2022
3:54 PM,4,-8,40,11,0,"1,001.39",0,WNW,Fair,1/10/2022
4:54 PM,2,-8,48,9,0,"1,001.71",0,NNW,Fair,1/10/2022
5:54 PM,1,-8,52,9,0,"1,002.37",0,NNW,Fair,1/10/2022
6:54 PM,-1,-8,59,13,0,"1,002.70",0,NNE,Fair,1/10/2022
7:54 PM,-3,-9,61,13,0,"1,002.70",0,NE,Fair,1/10/2022
8:54 PM,-3,-9,63,17,0,"1,002.70",0,ENE,Fair,1/10/2022
9:54 PM,-4,-10,65,13,0,"1,002.37",0,E,Fair,1/10/2022
10:54 PM,-5,-11,65,13,0,"1,002.37",0,E,Fair,1/10/2022
11:54 PM,-6,-11,66,13,0,"1,001.71",0,E,Fair,1/10/2022
12:54 AM,-6,-12,63,13,0,"1,000.73",0,ESE,Fair,1/11/2022
1:54 AM,-6,-11,68,13,0,"1,000.07",0,ESE,Fair,1/11/2022
2:54 AM,-6,-11,68,13,0,"1,000.07",0,SE,Fair,1/11/2022
3:54 AM,-6,-11,68,11,0,999.42,0,SE,Fair,1/11/2022
4:54 AM,-6,-11,71,13,0,999.09,0,SE,Fair,1/11/2022
5:54 AM,-6,-11,71,13,0,999.09,0,SE,Fair,1/11/2022
6:54 AM,-6,-10,74,15,0,998.76,0,SE,Fair,1/11/2022
7:54 AM,-5,-9,74,17,0,998.43,0,SSE,Fair,1/11/2022
8:54 AM,-1,-7,64,22,0,998.11,0,S,Fair,1/11/2022
9:54 AM,3,-6,52,20,0,996.8,0,S,Fair,1/11/2022
10:54 AM,6,-6,42,22,0,996.14,0,S,Fair,1/11/2022
11:54 AM,10,-6,33,26,43,994.5,0,SSW,Fair,1/11/2022
12:54 PM,12,-6,28,30,0,993.19,0,SSW,Fair,1/11/2022
1:54 PM,57,20,13,0,0,991.55,0,,Fair,1/11/2022
2:54 PM,14,-7,22,31,46,990.57,0,SSW,Fair,1/11/2022
3:54 PM,14,-7,24,22,0,990.24,0,SW,Fair,1/11/2022
4:54 PM,11,-7,28,24,0,989.58,0,SSW,Fair,1/11/2022
5:54 PM,9,-7,32,26,0,989.25,0,SSW,Fair,1/11/2022
6:54 PM,9,-7,33,19,0,989.91,0,SW,Fair,1/11/2022
7:54 PM,8,-7,34,20,0,989.91,0,SW,Fair,1/11/2022
8:54 PM,8,-6,37,20,0,990.24,0,SW,Fair,1/11/2022
9:54 PM,8,-6,37,20,0,990.24,0,SW,Fair,1/11/2022
10:54 PM,7,-6,39,22,0,989.58,0,SW,Fair,1/11/2022
11:54 PM,7,-6,39,20,0,989.25,0,SW,Fair,1/11/2022
12:54 AM,7,-6,42,20,0,988.27,0,SW,Fair,1/12/2022
1:54 AM,7,-5,43,20,0,988.27,0,SW,Fair,1/12/2022
2:54 AM,4,-5,53,15,0,987.94,0,SW,Fair,1/12/2022
3:54 AM,4,-5,51,9,0,987.94,0,WSW,Fair,1/12/2022
4:54 AM,5,-4,51,15,0,987.94,0,W,Fair,1/12/2022
5:54 AM,4,-4,53,17,0,987.61,0,WSW,Fair,1/12/2022
6:54 AM,4,-5,53,11,0,987.94,0,WSW,Fair,1/12/2022
7:54 AM,1,-5,64,11,0,987.29,0,SW,Fair,1/12/2022
8:54 AM,6,-3,53,13,0,986.96,0,SW,Fair,1/12/2022
9:54 AM,8,-4,44,17,0,986.63,0,SW,Fair,1/12/2022
10:54 AM,9,-3,41,17,0,986.63,0,WSW,Fair,1/12/2022
11:54 AM,12,-3,37,19,0,985.32,0,SW,Fair,1/12/2022
12:54 PM,13,-3,33,17,0,984.99,0,SW,Fair,1/12/2022
1:54 PM,13,-3,33,17,0,984.34,0,SW,Fair,1/12/2022
2:54 PM,13,-2,34,15,0,984.01,0,SW,Fair,1/12/2022
3:54 PM,12,-3,34,20,0,983.68,0,WSW,Fair,1/12/2022
4:54 PM,10,-3,39,13,0,983.68,0,W,Fair,1/12/2022
5:54 PM,11,-3,38,20,0,984.34,0,W,Fair,1/12/2022
6:54 PM,9,-3,43,17,0,984.99,0,W,Fair,1/12/2022
7:54 PM,8,-3,47,9,0,984.66,0,W,Fair,1/12/2022
8:54 PM,7,-2,53,13,0,984.66,0,W,Fair,1/12/2022
9:54 PM,6,-3,51,13,0,984.66,0,WNW,Fair,1/12/2022
10:54 PM,4,-3,58,11,0,984.34,0,WSW,Fair,1/12/2022
11:54 PM,5,-4,53,9,0,984.01,0,W,Fair,1/12/2022
12:54 AM,4,-4,57,11,0,983.68,0,WSW,Fair,1/13/2022
1:54 AM,3,-4,60,11,0,983.02,0,WSW,Fair,1/13/2022
2:54 AM,3,-4,60,9,0,983.02,0,WSW,Fair,1/13/2022
3:54 AM,5,-3,57,13,0,982.37,0,W,Cloudy,1/13/2022
4:54 AM,6,-3,55,13,0,982.04,0,W,Cloudy,1/13/2022
5:54 AM,5,-3,57,9,0,981.71,0,W,Cloudy,1/13/2022
6:54 AM,4,-3,60,7,0,981.71,0,NNW,Cloudy,1/13/2022
7:54 AM,4,-2,65,7,0,982.37,0,NNW,Cloudy,1/13/2022
8:54 AM,6,-2,56,13,0,982.7,0,WNW,Mostly Cloudy,1/13/2022
9:54 AM,7,-2,55,13,0,983.02,0,WNW,Cloudy,1/13/2022
